ad_id,account_id,timestamp,vertical,domain_age_days,daily_spend_usd,click_through_rate,user_report_count,ai_generated_flag,ai_label_compliant,ip_subnet,destination_tld,policy_violation_category
AD-BENIGN-0053367,ACC-856420,2026-07-26 07:43:00,SaaS,259,46.77,0.0147,0,1,1,192.168.195,.io,None
AD-BENIGN-0014245,ACC-771288,2026-08-09 01:09:00,SaaS,372,58.56,0.0661,0,0,1,192.168.241,.io,None
AD-BENIGN-0011269,ACC-701541,2026-08-10 03:07:00,Travel,452,23.03,0.0867,0,1,1,192.168.203,.net,None
AD-BENIGN-0027245,ACC-236551,2026-08-05 17:56:00,E-Commerce,979,108.93,0.1484,0,0,1,192.168.112,.io,None
AD-BENIGN-0050804,ACC-690707,2026-08-25 22:47:00,Local Services,137,75.91,0.0562,0,1,1,192.168.37,.net,None
AD-BENIGN-0079355,ACC-584528,2026-07-18 15:24:00,Travel,261,68.82,0.0525,0,1,1,192.168.149,.org,None
AD-BENIGN-0041109,ACC-252379,2026-08-05 12:00:00,Education,87,77.38,0.026,0,0,1,192.168.75,.org,None
AD-BENIGN-0071338,ACC-293783,2026-08-19 22:44:00,Local Services,47,20.14,0.0778,0,0,1,192.168.135,.net,None
AD-BENIGN-0005205,ACC-202752,2026-08-22 11:11:00,Education,354,17.77,0.0585,0,0,1,192.168.228,.org,None
AD-BENIGN-0007268,ACC-142677,2026-08-01 14:03:00,Education,520,32.96,0.0395,0,0,1,192.168.211,.net,None
AD-BENIGN-0022499,ACC-291392,2026-07-10 08:03:00,SaaS,982,31.26,0.0281,0,0,1,192.168.176,.io,None
AD-BENIGN-0043425,ACC-651602,2026-08-08 23:25:00,Local Services,247,67.92,0.1234,0,0,1,192.168.220,.org,None
AD-BENIGN-0011121,ACC-511124,2026-08-15 03:54:00,SaaS,789,101.47,0.0212,0,1,1,192.168.10,.net,None
AD-BENIGN-0070271,ACC-277013,2026-07-23 01:46:00,Education,58,36.62,0.0639,1,1,0,192.168.130,.net,None
AD-BENIGN-0037850,ACC-265921,2026-08-13 12:45:00,Education,62,162.01,0.0083,1,0,1,192.168.73,.com,None
AD-BENIGN-0074411,ACC-995949,2026-07-16 06:54:00,SaaS,1019,11.06,0.0125,0,1,1,192.168.239,.com,None
AD-BENIGN-0085963,ACC-294488,2026-07-18 17:24:00,E-Commerce,236,126.13,0.0576,0,0,1,192.168.153,.io,None
AD-BENIGN-0093812,ACC-129966,2026-09-07 09:21:00,Travel,234,36.47,0.0593,0,0,1,192.168.204,.io,None
AD-BENIGN-0090581,ACC-419258,2026-08-04 11:13:00,Local Services,69,13.41,0.0148,0,0,1,192.168.187,.net,None
AD-BENIGN-0075801,ACC-196992,2026-08-11 03:21:00,E-Commerce,66,7.69,0.061,0,1,1,192.168.64,.com,None
AD-BENIGN-0033011,ACC-209367,2026-07-31 00:22:00,Travel,584,12.61,0.055,0,0,1,192.168.159,.co,None
AD-BENIGN-0075883,ACC-732854,2026-08-17 00:11:00,Travel,177,57.99,0.0629,0,0,1,192.168.58,.co,None
AD-BENIGN-0074513,ACC-364105,2026-09-05 07:33:00,Local Services,301,22.81,0.0245,0,0,1,192.168.136,.net,None
AD-BENIGN-0015370,ACC-538764,2026-08-14 08:03:00,SaaS,425,17.02,0.0772,0,0,1,192.168.220,.co,None
AD-BENIGN-0028062,ACC-822513,2026-07-11 20:07:00,Local Services,46,78.09,0.0207,0,0,1,192.168.191,.com,None
AD-BENIGN-0019936,ACC-418243,2026-07-29 16:27:00,E-Commerce,100,4.45,0.027,0,0,1,192.168.35,.org,None
AD-BENIGN-0050690,ACC-822201,2026-07-25 11:14:00,Local Services,499,30.64,0.0129,0,0,1,192.168.169,.org,None
AD-BENIGN-0077451,ACC-377444,2026-09-02 01:42:00,Travel,713,86.88,0.0206,0,1,1,192.168.50,.com,None
AD-BENIGN-0045391,ACC-790933,2026-08-01 17:11:00,Education,41,35.72,0.0285,0,1,1,192.168.41,.io,None
AD-BENIGN-0057480,ACC-414179,2026-08-22 05:45:00,E-Commerce,32,60.53,0.0167,0,1,1,192.168.177,.io,None
AD-BENIGN-0023464,ACC-168040,2026-08-03 10:55:00,SaaS,1535,36.85,0.0677,0,0,1,192.168.79,.com,None
AD-BENIGN-0046272,ACC-453425,2026-08-01 15:17:00,Education,423,28.81,0.0736,0,1,1,192.168.224,.com,None
AD-BENIGN-0005515,ACC-528294,2026-08-17 05:14:00,E-Commerce,210,7.85,0.0149,0,0,1,192.168.74,.net,None
AD-BENIGN-0055581,ACC-250906,2026-07-14 05:35:00,E-Commerce,28,32.93,0.0251,0,0,1,192.168.167,.net,None
AD-BENIGN-0087698,ACC-340152,2026-09-07 22:43:00,Local Services,100,78.97,0.0695,0,0,1,192.168.242,.io,None
AD-BENIGN-0088781,ACC-399991,2026-08-09 18:38:00,E-Commerce,345,37.17,0.0535,0,0,1,192.168.179,.io,None
AD-FRAUD-0000126,ACC-GHOST-774,2026-09-01 09:19:00,Financial Services,3,2980.17,0.2364,3,1,0,10.104.13,.top,Unlabeled AI Creative
AD-BENIGN-0038683,ACC-924899,2026-08-23 15:42:00,Travel,153,66.6,0.0852,0,0,1,192.168.48,.co,None
AD-BENIGN-0079097,ACC-149222,2026-08-05 07:06:00,E-Commerce,953,23.53,0.0257,0,0,1,192.168.188,.org,None
AD-BENIGN-0023947,ACC-585691,2026-07-22 14:25:00,Local Services,398,19.19,0.0404,0,0,0,192.168.227,.net,None
AD-BENIGN-0020413,ACC-202737,2026-07-30 15:57:00,SaaS,414,179.77,0.0222,0,1,1,192.168.137,.io,None
AD-BENIGN-0079980,ACC-805885,2026-08-20 04:24:00,SaaS,25,31.49,0.0173,0,1,1,192.168.209,.org,None
AD-BENIGN-0024733,ACC-746627,2026-08-24 08:52:00,Travel,265,15.19,0.0199,0,0,1,192.168.192,.org,None
AD-BENIGN-0033140,ACC-276445,2026-07-12 22:47:00,Education,119,9.14,0.0554,0,0,1,192.168.19,.io,None
AD-BENIGN-0020793,ACC-417082,2026-08-27 12:29:00,Local Services,438,26.26,0.0423,0,0,1,192.168.6,.org,None
AD-BENIGN-0006995,ACC-668290,2026-07-11 16:35:00,Education,766,24.27,0.0114,0,1,1,192.168.154,.io,None
AD-BENIGN-0066200,ACC-433128,2026-07-31 17:44:00,E-Commerce,435,232.04,0.0092,0,1,1,192.168.145,.com,None
AD-BENIGN-0071434,ACC-945520,2026-07-12 01:30:00,E-Commerce,313,21.02,0.0272,0,0,1,192.168.180,.io,None
AD-BENIGN-0007279,ACC-799332,2026-07-10 13:24:00,Education,296,78.95,0.0517,0,1,1,192.168.111,.co,None
AD-BENIGN-0081181,ACC-879590,2026-07-03 06:19:00,SaaS,313,55.51,0.0171,0,0,1,192.168.66,.co,None
AD-BENIGN-0051865,ACC-948358,2026-08-20 03:12:00,Local Services,128,22.99,0.0914,0,0,1,192.168.162,.com,None
AD-BENIGN-0029798,ACC-801112,2026-09-03 06:15:00,E-Commerce,17,29.57,0.048,0,0,1,192.168.28,.co,None
AD-BENIGN-0023737,ACC-480862,2026-07-04 05:46:00,SaaS,327,20.21,0.0411,0,0,1,192.168.185,.co,None
AD-BENIGN-0090905,ACC-356112,2026-07-12 02:16:00,Local Services,91,12.97,0.0445,0,1,1,192.168.100,.co,None
AD-BENIGN-0044097,ACC-620418,2026-08-26 17:41:00,Education,89,3.45,0.0226,1,0,1,192.168.130,.net,None
AD-BENIGN-0024227,ACC-271610,2026-08-02 04:26:00,Travel,321,46.92,0.0166,0,1,1,192.168.53,.org,None
AD-BENIGN-0023722,ACC-899046,2026-08-16 05:33:00,Education,625,91.12,0.1105,0,1,1,192.168.204,.net,None
AD-BENIGN-0003291,ACC-149277,2026-08-10 21:55:00,SaaS,926,26.98,0.0516,0,0,0,192.168.175,.com,None
AD-BENIGN-0005798,ACC-807913,2026-08-22 16:38:00,E-Commerce,53,3.06,0.0473,0,1,1,192.168.207,.net,None
AD-FRAUD-0000959,ACC-GHOST-374,2026-08-24 23:37:00,Financial Services,5,4316.9,0.1988,4,1,0,10.104.13,.top,Misrepresentation: Financial Scam
AD-BENIGN-0067336,ACC-783026,2026-08-14 02:17:00,SaaS,369,20.72,0.011,0,0,1,192.168.21,.io,None
AD-BENIGN-0065095,ACC-381217,2026-07-10 18:30:00,Travel,353,11.84,0.0157,0,0,1,192.168.235,.org,None
AD-BENIGN-0073346,ACC-886310,2026-08-28 04:13:00,Education,45,14.2,0.0181,0,0,1,192.168.197,.com,None
AD-BENIGN-0091516,ACC-113081,2026-08-28 16:48:00,Travel,415,10.81,0.0257,0,0,1,192.168.147,.co,None
AD-BENIGN-0044184,ACC-173585,2026-07-09 19:53:00,Education,391,98.1,0.0339,0,0,1,192.168.5,.org,None
AD-BENIGN-0012886,ACC-791609,2026-07-19 13:44:00,SaaS,270,37.38,0.1141,0,1,1,192.168.60,.co,None
AD-BENIGN-0077564,ACC-557818,2026-07-21 05:54:00,Education,164,117.4,0.0615,0,0,1,192.168.77,.co,None
AD-BENIGN-0082456,ACC-550365,2026-08-09 10:36:00,Travel,444,61.2,0.0176,0,0,1,192.168.147,.co,None
AD-BENIGN-0003593,ACC-862463,2026-08-18 18:01:00,SaaS,678,28.97,0.0416,0,1,1,192.168.130,.com,None
AD-BENIGN-0088611,ACC-110391,2026-07-12 17:37:00,Travel,350,24.89,0.0294,0,0,1,192.168.189,.net,None
AD-BENIGN-0012809,ACC-166284,2026-07-05 23:10:00,Travel,40,31.52,0.0921,0,1,1,192.168.111,.org,None
AD-BENIGN-0079955,ACC-654311,2026-07-31 09:42:00,Education,34,10.34,0.1183,0,1,1,192.168.170,.co,None
AD-BENIGN-0043752,ACC-306534,2026-07-23 14:54:00,Local Services,915,42.32,0.0356,0,0,1,192.168.104,.com,None
AD-BENIGN-0026965,ACC-402362,2026-07-04 16:10:00,SaaS,114,31.26,0.0451,0,0,1,192.168.142,.org,None
AD-BENIGN-0095295,ACC-722328,2026-07-03 06:27:00,SaaS,485,154.68,0.0126,0,0,1,192.168.111,.org,None
AD-BENIGN-0020133,ACC-406756,2026-09-04 05:30:00,E-Commerce,92,4.28,0.0789,0,1,1,192.168.107,.org,None
AD-BENIGN-0030054,ACC-930387,2026-07-24 14:36:00,E-Commerce,142,193.94,0.0478,0,1,1,192.168.239,.com,None
AD-BENIGN-0066995,ACC-752213,2026-07-29 08:54:00,SaaS,444,7.89,0.0208,0,0,1,192.168.107,.net,None
AD-BENIGN-0057432,ACC-809761,2026-07-01 14:35:00,Travel,754,55.06,0.0152,0,0,1,192.168.111,.net,None
AD-BENIGN-0050602,ACC-743214,2026-08-29 21:31:00,Education,79,99.1,0.0897,0,1,1,192.168.193,.co,None
AD-BENIGN-0032909,ACC-305942,2026-08-11 11:11:00,Education,92,81.52,0.1157,1,1,1,192.168.213,.org,None
AD-BENIGN-0000105,ACC-452339,2026-08-20 22:53:00,Local Services,71,32.71,0.0475,0,0,1,192.168.243,.net,None
AD-BENIGN-0046993,ACC-556851,2026-09-04 04:59:00,SaaS,802,61.33,0.0144,0,1,1,192.168.46,.co,None
AD-BENIGN-0072831,ACC-917293,2026-07-15 19:57:00,SaaS,76,35.34,0.0424,0,0,1,192.168.222,.io,None
AD-BENIGN-0068282,ACC-707953,2026-07-10 13:31:00,SaaS,677,14.12,0.0617,0,0,1,192.168.211,.co,None
AD-BENIGN-0076403,ACC-751866,2026-07-01 15:23:00,Local Services,162,50.19,0.0171,0,0,1,192.168.179,.com,None
AD-BENIGN-0057732,ACC-777452,2026-07-19 11:16:00,Travel,205,14.51,0.0444,0,0,1,192.168.95,.com,None
AD-BENIGN-0057666,ACC-541266,2026-08-05 19:23:00,E-Commerce,105,48.96,0.046,0,0,1,192.168.5,.com,None
AD-BENIGN-0039017,ACC-141076,2026-08-27 23:28:00,Travel,190,27.47,0.0273,0,1,1,192.168.72,.org,None
AD-BENIGN-0087018,ACC-366073,2026-07-17 01:51:00,Local Services,620,34.95,0.049,0,0,1,192.168.182,.io,None
AD-BENIGN-0063392,ACC-994955,2026-08-11 05:22:00,SaaS,98,7.44,0.048,0,1,1,192.168.38,.co,None
AD-BENIGN-0001881,ACC-405338,2026-08-09 01:03:00,Education,278,15.15,0.0178,0,0,1,192.168.203,.org,None
AD-BENIGN-0055774,ACC-724560,2026-07-18 16:56:00,Local Services,683,3.57,0.0947,0,0,1,192.168.57,.co,None
AD-BENIGN-0002395,ACC-167464,2026-08-05 05:13:00,Education,67,44.57,0.0415,0,0,1,192.168.117,.org,None
AD-BENIGN-0064037,ACC-574279,2026-08-12 14:36:00,Travel,25,63.16,0.0094,0,0,1,192.168.45,.co,None
AD-BENIGN-0061760,ACC-660672,2026-07-16 14:02:00,Travel,1284,21.33,0.0632,0,0,0,192.168.104,.org,None
AD-BENIGN-0065714,ACC-303568,2026-08-19 09:51:00,Local Services,150,15.29,0.121,0,0,1,192.168.146,.com,None
AD-BENIGN-0002851,ACC-345976,2026-07-28 04:48:00,Education,272,20.24,0.1337,0,0,1,192.168.32,.co,None
AD-BENIGN-0088207,ACC-678202,2026-07-19 23:34:00,SaaS,1186,22.63,0.1089,0,0,1,192.168.22,.co,None
AD-BENIGN-0046456,ACC-123291,2026-07-26 12:07:00,Education,112,31.24,0.067,0,1,1,192.168.22,.com,None
AD-BENIGN-0013540,ACC-732485,2026-08-31 09:40:00,E-Commerce,142,25.83,0.0449,0,0,1,192.168.61,.io,None
AD-BENIGN-0077668,ACC-749463,2026-08-21 00:52:00,SaaS,104,42.82,0.028,0,0,1,192.168.3,.co,None
AD-BENIGN-0089514,ACC-354577,2026-09-01 08:48:00,E-Commerce,94,7.5,0.0312,0,1,1,192.168.125,.co,None
AD-BENIGN-0076493,ACC-783370,2026-08-29 06:39:00,Local Services,335,109.02,0.0178,0,0,1,192.168.205,.co,None
AD-BENIGN-0060306,ACC-850645,2026-07-16 08:35:00,E-Commerce,495,39.83,0.0809,0,0,1,192.168.139,.co,None
AD-BENIGN-0004945,ACC-959736,2026-07-19 01:15:00,SaaS,518,53.16,0.0528,0,1,1,192.168.165,.org,None
AD-BENIGN-0044926,ACC-436049,2026-07-07 07:31:00,Travel,202,28.13,0.0027,0,0,1,192.168.167,.org,None
AD-BENIGN-0090128,ACC-983291,2026-07-20 20:38:00,Education,96,696.26,0.0096,0,0,1,192.168.207,.co,None
AD-BENIGN-0052633,ACC-122364,2026-08-31 10:27:00,Education,355,27.26,0.0222,0,0,1,192.168.233,.org,None
AD-BENIGN-0095299,ACC-518015,2026-09-04 05:52:00,SaaS,574,47.81,0.0655,0,1,1,192.168.41,.org,None
AD-BENIGN-0072728,ACC-462297,2026-08-25 06:19:00,Local Services,1163,6.39,0.0523,0,0,1,192.168.28,.com,None
AD-BENIGN-0045492,ACC-922879,2026-07-23 20:24:00,Travel,1015,138.41,0.0243,0,0,1,192.168.149,.co,None
AD-BENIGN-0007898,ACC-334118,2026-08-17 18:48:00,Travel,226,15.8,0.0507,0,1,1,192.168.235,.io,None
AD-BENIGN-0077509,ACC-738774,2026-09-06 23:52:00,Travel,191,14.1,0.023,0,0,1,192.168.181,.io,None
AD-BENIGN-0068271,ACC-549826,2026-09-04 17:59:00,Education,67,31.29,0.092,0,1,1,192.168.163,.co,None
AD-BENIGN-0010437,ACC-467116,2026-07-20 02:43:00,E-Commerce,67,19.24,0.0605,0,1,1,192.168.195,.co,None
AD-BENIGN-0089005,ACC-537700,2026-07-16 08:56:00,Local Services,280,1.95,0.1551,0,1,1,192.168.160,.org,None
AD-BENIGN-0015992,ACC-179294,2026-08-29 08:18:00,Education,111,55.93,0.0534,0,0,1,192.168.59,.co,None
AD-BENIGN-0004903,ACC-424321,2026-08-03 08:18:00,Education,136,11.77,0.0307,0,0,1,192.168.117,.net,None
AD-BENIGN-0012660,ACC-962293,2026-08-26 21:14:00,E-Commerce,685,14.84,0.0484,0,1,1,192.168.177,.co,None
AD-BENIGN-0051110,ACC-745862,2026-08-21 20:14:00,Local Services,270,31.48,0.0589,0,0,1,192.168.178,.io,None
AD-BENIGN-0010015,ACC-945758,2026-07-16 18:13:00,Education,373,3.46,0.0805,0,0,1,192.168.56,.org,None
AD-BENIGN-0057475,ACC-634508,2026-07-09 07:27:00,Education,819,9.86,0.0245,0,0,1,192.168.187,.co,None
AD-BENIGN-0016925,ACC-823230,2026-07-06 12:23:00,SaaS,139,8.25,0.0595,0,0,1,192.168.80,.co,None
AD-BENIGN-0011111,ACC-687942,2026-08-01 09:41:00,E-Commerce,139,11.48,0.0345,0,0,1,192.168.138,.io,None
AD-BENIGN-0012786,ACC-806413,2026-09-01 22:24:00,E-Commerce,144,73.53,0.0306,0,1,1,192.168.248,.com,None
AD-BENIGN-0020595,ACC-547640,2026-07-20 09:38:00,SaaS,860,29.89,0.0446,0,0,1,192.168.119,.co,None
AD-BENIGN-0072783,ACC-945364,2026-08-01 23:21:00,SaaS,489,17.57,0.0648,0,0,1,192.168.42,.net,None
AD-BENIGN-0052019,ACC-606181,2026-07-22 05:18:00,E-Commerce,501,34.96,0.0424,1,1,1,192.168.214,.com,None
AD-BENIGN-0048410,ACC-468601,2026-08-02 22:04:00,E-Commerce,214,35.05,0.1007,1,0,1,192.168.1,.io,None
AD-BENIGN-0059786,ACC-235426,2026-07-19 18:05:00,Travel,537,25.12,0.0498,0,0,1,192.168.23,.io,None
AD-BENIGN-0043536,ACC-657185,2026-08-14 15:03:00,Local Services,747,56.58,0.0805,0,1,1,192.168.243,.com,None
AD-BENIGN-0052657,ACC-218016,2026-07-05 04:05:00,E-Commerce,174,43.53,0.0546,0,0,1,192.168.219,.org,None
AD-BENIGN-0055708,ACC-439167,2026-08-03 09:48:00,E-Commerce,447,44.39,0.1274,0,0,1,192.168.141,.com,None
AD-BENIGN-0063648,ACC-344387,2026-09-07 23:29:00,Education,39,15.24,0.0321,0,0,1,192.168.169,.io,None
AD-BENIGN-0052775,ACC-975773,2026-08-14 06:51:00,SaaS,538,210.85,0.0211,0,0,1,192.168.199,.org,None
AD-BENIGN-0021565,ACC-406302,2026-08-13 02:47:00,Education,50,315.73,0.0323,0,0,1,192.168.24,.com,None
AD-BENIGN-0031447,ACC-158107,2026-08-26 05:15:00,Travel,259,15.5,0.0129,0,0,1,192.168.186,.org,None
AD-BENIGN-0047338,ACC-275314,2026-07-01 07:32:00,Education,23,28.86,0.019,0,1,1,192.168.206,.net,None
AD-BENIGN-0010521,ACC-254049,2026-09-03 15:14:00,SaaS,583,57.37,0.0593,1,0,1,192.168.196,.net,None
AD-BENIGN-0089794,ACC-487629,2026-08-27 22:02:00,Local Services,155,27.66,0.0374,0,1,1,192.168.10,.org,None
AD-BENIGN-0082073,ACC-195995,2026-08-05 00:23:00,Local Services,642,4.07,0.1197,0,1,1,192.168.244,.co,None
AD-BENIGN-0051488,ACC-238734,2026-08-02 20:19:00,E-Commerce,177,6.81,0.0362,1,0,1,192.168.125,.org,None
AD-BENIGN-0001120,ACC-457368,2026-08-04 17:39:00,SaaS,33,62.82,0.0177,0,0,1,192.168.147,.com,None
AD-BENIGN-0082619,ACC-500707,2026-09-04 04:22:00,Travel,133,45.67,0.0549,0,0,1,192.168.41,.co,None
AD-BENIGN-0091311,ACC-680247,2026-09-07 22:09:00,SaaS,692,30.72,0.038,0,0,1,192.168.16,.com,None
AD-BENIGN-0047647,ACC-596115,2026-07-12 12:46:00,E-Commerce,529,49.81,0.0542,0,0,1,192.168.132,.net,None
AD-BENIGN-0091805,ACC-934238,2026-07-13 17:31:00,E-Commerce,362,7.61,0.0532,0,1,1,192.168.184,.io,None
AD-BENIGN-0034195,ACC-516737,2026-07-05 08:33:00,Travel,390,32.87,0.0258,0,0,1,192.168.68,.net,None
AD-BENIGN-0080318,ACC-527467,2026-08-02 07:56:00,SaaS,284,134.99,0.0507,0,0,1,192.168.225,.co,None
AD-BENIGN-0043819,ACC-459711,2026-08-15 06:35:00,Travel,141,83.56,0.0202,0,0,1,192.168.196,.net,None
AD-BENIGN-0017215,ACC-369374,2026-07-25 22:58:00,Travel,153,5.63,0.0522,0,1,1,192.168.25,.org,None
AD-BENIGN-0001087,ACC-309180,2026-07-07 11:22:00,Travel,439,98.43,0.0964,0,1,0,192.168.126,.com,None
AD-BENIGN-0051387,ACC-583462,2026-08-14 21:12:00,SaaS,350,53.91,0.0669,0,0,1,192.168.48,.net,None
AD-BENIGN-0046837,ACC-985070,2026-08-20 16:43:00,E-Commerce,83,10.49,0.0058,0,1,1,192.168.96,.co,None
AD-BENIGN-0057561,ACC-968309,2026-09-05 06:51:00,Education,25,24.9,0.0317,0,0,1,192.168.161,.org,None
AD-BENIGN-0021216,ACC-267194,2026-09-08 10:07:00,Travel,128,31.22,0.0842,0,0,1,192.168.181,.io,None
AD-BENIGN-0052127,ACC-330833,2026-09-01 14:55:00,Education,60,13.59,0.0781,0,0,1,192.168.112,.net,None
AD-BENIGN-0045655,ACC-789935,2026-09-06 14:11:00,Travel,151,15.15,0.0254,0,0,1,192.168.154,.io,None
AD-BENIGN-0052948,ACC-237275,2026-09-05 10:38:00,Travel,502,49.47,0.0441,0,0,1,192.168.68,.co,None
AD-BENIGN-0058196,ACC-253804,2026-08-02 21:52:00,Education,1502,20.2,0.0672,0,1,1,192.168.127,.co,None
AD-BENIGN-0085211,ACC-399527,2026-08-13 10:44:00,Local Services,762,25.87,0.0945,0,0,1,192.168.211,.net,None
AD-FRAUD-0001984,ACC-GHOST-408,2026-08-27 11:28:00,Financial Services,3,3706.7,0.1366,5,1,0,10.104.12,.xyz,Malicious Software Destination
AD-BENIGN-0067970,ACC-430144,2026-07-08 22:05:00,Education,225,23.95,0.1131,0,1,1,192.168.190,.co,None
AD-BENIGN-0094184,ACC-828705,2026-08-28 16:30:00,Local Services,256,16.53,0.0104,0,0,1,192.168.39,.org,None
AD-BENIGN-0064648,ACC-931651,2026-07-04 19:36:00,SaaS,730,52.33,0.0902,0,0,1,192.168.24,.io,None
AD-BENIGN-0070860,ACC-375756,2026-07-19 07:59:00,Education,513,34.93,0.0382,0,0,1,192.168.58,.co,None
AD-BENIGN-0018572,ACC-246213,2026-08-28 20:06:00,E-Commerce,61,27.48,0.0395,0,0,1,192.168.241,.net,None
AD-BENIGN-0013766,ACC-756036,2026-07-30 12:39:00,Travel,951,49.26,0.0088,0,0,1,192.168.227,.io,None
AD-BENIGN-0063173,ACC-135160,2026-09-01 05:36:00,Travel,257,45.79,0.1047,0,0,1,192.168.55,.org,None
AD-BENIGN-0083795,ACC-443516,2026-07-12 17:14:00,Education,1166,57.86,0.0341,0,0,1,192.168.104,.co,None
AD-BENIGN-0048357,ACC-748403,2026-09-03 13:06:00,SaaS,910,229.5,0.0206,0,1,1,192.168.143,.co,None
AD-BENIGN-0067378,ACC-401457,2026-07-10 07:17:00,SaaS,131,11.87,0.0034,0,1,0,192.168.120,.io,None
AD-BENIGN-0071286,ACC-481845,2026-08-18 11:25:00,Travel,83,8.27,0.0243,0,0,1,192.168.70,.com,None
AD-BENIGN-0077325,ACC-350061,2026-07-02 11:08:00,Travel,154,16.66,0.0751,0,0,1,192.168.169,.com,None
AD-BENIGN-0043783,ACC-725849,2026-07-17 13:52:00,Education,239,23.36,0.0635,0,0,1,192.168.76,.io,None
AD-BENIGN-0063591,ACC-282232,2026-09-04 15:17:00,Education,40,36.07,0.032,0,1,1,192.168.218,.net,None
AD-BENIGN-0080530,ACC-271656,2026-07-11 07:39:00,Local Services,291,130.01,0.0413,0,1,1,192.168.100,.io,None
AD-BENIGN-0071133,ACC-596083,2026-08-30 01:19:00,SaaS,85,36.86,0.0345,0,1,1,192.168.124,.co,None
AD-BENIGN-0045623,ACC-406571,2026-07-05 15:10:00,E-Commerce,416,43.71,0.0181,0,0,1,192.168.64,.net,None
AD-BENIGN-0025895,ACC-800211,2026-08-21 08:41:00,SaaS,725,34.58,0.0656,0,0,0,192.168.50,.org,None
AD-BENIGN-0081549,ACC-727352,2026-08-14 00:18:00,E-Commerce,465,63.14,0.1139,0,1,1,192.168.52,.co,None
AD-BENIGN-0035100,ACC-159313,2026-08-09 18:09:00,E-Commerce,400,29.97,0.0308,0,0,1,192.168.110,.io,None
AD-BENIGN-0092831,ACC-490021,2026-07-31 04:55:00,Education,824,67.42,0.0156,0,0,1,192.168.237,.io,None
AD-BENIGN-0030975,ACC-880945,2026-08-16 22:38:00,Local Services,165,10.19,0.0412,0,1,1,192.168.219,.co,None
AD-BENIGN-0055995,ACC-927188,2026-08-26 03:51:00,Local Services,338,10.47,0.174,0,0,1,192.168.78,.co,None
AD-BENIGN-0027397,ACC-208029,2026-09-01 06:44:00,SaaS,908,17.77,0.0581,0,1,1,192.168.93,.com,None
AD-BENIGN-0036692,ACC-868027,2026-07-29 20:28:00,Education,116,9.97,0.0443,0,0,1,192.168.209,.net,None
AD-BENIGN-0057358,ACC-351894,2026-08-26 18:43:00,Local Services,124,74.0,0.0541,1,1,1,192.168.17,.org,None
AD-BENIGN-0051389,ACC-869773,2026-07-16 08:10:00,Local Services,386,26.78,0.0552,0,0,1,192.168.15,.net,None
AD-BENIGN-0038610,ACC-198307,2026-08-02 07:53:00,Travel,139,13.69,0.023,0,0,1,192.168.30,.org,None
AD-BENIGN-0027570,ACC-919643,2026-08-19 08:51:00,Education,287,16.36,0.0342,0,0,1,192.168.198,.io,None
AD-BENIGN-0022137,ACC-892507,2026-08-30 19:28:00,Local Services,307,55.75,0.0138,0,0,1,192.168.100,.io,None
AD-BENIGN-0038297,ACC-536827,2026-08-17 16:04:00,Travel,811,3.11,0.0778,0,0,1,192.168.178,.io,None
AD-BENIGN-0017462,ACC-383371,2026-07-16 22:32:00,Education,143,19.69,0.0451,0,0,1,192.168.154,.com,None
AD-BENIGN-0072169,ACC-998313,2026-08-17 04:46:00,Education,494,15.64,0.0408,1,0,1,192.168.221,.com,None
AD-BENIGN-0094148,ACC-932362,2026-09-06 21:26:00,E-Commerce,299,13.78,0.0572,0,0,1,192.168.40,.co,None
AD-BENIGN-0039763,ACC-890549,2026-08-13 17:57:00,E-Commerce,376,8.42,0.0202,1,0,1,192.168.55,.org,None
AD-BENIGN-0035385,ACC-191215,2026-07-15 04:10:00,E-Commerce,54,39.68,0.0295,0,1,1,192.168.100,.net,None
AD-BENIGN-0086980,ACC-591668,2026-08-18 21:49:00,E-Commerce,29,30.12,0.0539,0,0,1,192.168.86,.com,None
AD-BENIGN-0054128,ACC-782686,2026-08-08 03:54:00,Travel,28,132.18,0.082,0,0,1,192.168.56,.net,None
AD-BENIGN-0050324,ACC-691787,2026-08-22 01:45:00,SaaS,427,27.83,0.0506,0,1,1,192.168.218,.co,None
AD-BENIGN-0036697,ACC-747078,2026-08-23 05:23:00,E-Commerce,171,99.1,0.0306,0,0,1,192.168.232,.org,None
AD-BENIGN-0023507,ACC-585008,2026-08-05 01:36:00,Travel,1086,14.5,0.0028,0,0,1,192.168.169,.com,None
AD-BENIGN-0093831,ACC-628781,2026-08-19 10:11:00,Education,371,22.71,0.0241,0,0,1,192.168.188,.io,None
AD-BENIGN-0091533,ACC-597018,2026-08-25 11:11:00,SaaS,741,101.71,0.0444,1,1,1,192.168.203,.co,None
AD-BENIGN-0059462,ACC-507679,2026-07-12 00:33:00,Travel,814,21.91,0.079,0,0,1,192.168.154,.co,None
AD-BENIGN-0048247,ACC-659811,2026-08-07 05:50:00,Education,882,17.42,0.0284,0,1,1,192.168.220,.net,None
AD-BENIGN-0035218,ACC-242390,2026-08-09 22:20:00,E-Commerce,181,17.81,0.0883,1,1,1,192.168.203,.co,None
AD-BENIGN-0061472,ACC-629840,2026-07-20 21:47:00,Local Services,61,37.53,0.0678,0,1,1,192.168.101,.com,None
AD-BENIGN-0013102,ACC-816338,2026-08-26 08:26:00,E-Commerce,445,14.0,0.0181,0,1,1,192.168.180,.co,None
